RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty
2021-02-24;AUDM21;BRBMEFAUD3O5;FINANCIAL;;;;;4323,527;;;;
2021-02-24;AUDN21;BRBMEFAUD3P2;FINANCIAL;;;;;4330,709;;;;
2021-02-24;AUSH21;BRBMEFAUS0Q9;FINANCIAL;790,6;794,3;793,11;794,3;794,058;;;27;2769
2021-02-24;AUSJ21;BRBMEFAUS0R7;FINANCIAL;790,7;795,9;793,27;795,9;794,089;;;28;2750
2021-02-24;AUSK21;BRBMEFAUS0S5;FINANCIAL;;;;;794,169;;;;
2021-02-24;AUSM21;BRBMEFAUS0T3;FINANCIAL;;;;;794,222;;;;
2021-02-24;AUSN21;BRBMEFAUS0U1;FINANCIAL;;;;;794,266;;;;
2021-02-24;B3SAOH21;BRB3SA330027;FINANCIAL;54,41;55,76;55,19;55,48;55,68;;;108;90200
2021-02-24;B3SAOJ21;BRB3SA340026;FINANCIAL;54,56;55,91;55,52;55,72;55,79;;;67;22000
2021-02-24;BGIG21;BRBMEFBGI5S3;AGRIBUSINESS;301,6;302,85;301,84;301,8;301,55;;;235;371
2021-02-24;BGIH21;BRBMEFBGI5T1;AGRIBUSINESS;297,75;300,35;298,48;298,65;298,4;;;317;952
2021-02-24;BGIJ21;BRBMEFBGI5U9;AGRIBUSINESS;293;294,6;293,97;293,3;293,45;;;17;25
2021-02-24;BGIK21;BRBMEFBGI5P9;AGRIBUSINESS;285,8;288,8;286,98;287,9;286,9;;;152;332
2021-02-24;BGIM21;BRBMEFBGI5Q7;AGRIBUSINESS;;;;;277,55;;;;
2021-02-24;BGIN21;BRBMEFBGI5W5;AGRIBUSINESS;;;;;297,5;;;;
2021-02-24;BGIQ21;BRBMEFBGI5Y1;AGRIBUSINESS;;;;;265,95;;;;
2021-02-24;BGIU21;BRBMEFBGI5Z8;AGRIBUSINESS;;;;;273,05;;;;
2021-02-24;BGIV21;BRBMEFBGI5V7;AGRIBUSINESS;298,05;299,3;299,09;299;300,7;;;12;57
2021-02-24;BGIX21;BRBMEFBGI609;AGRIBUSINESS;;;;;297,9;;;;
2021-02-24;BGIZ21;BRBMEFBGI5X3;AGRIBUSINESS;;;;;273,7;;;;
2021-02-24;BRIJ21;BRBMEFBRI2Y5;FINANCIAL;19272;19272;19272;19272;19272;;;2;2
2021-02-24;BRIM21;BRBMEFBRI2Z2;FINANCIAL;;;;;19341;;;;
2021-02-24;CADH21;BRBMEFCAD3K5;FINANCIAL;4322;4322;4322;4322;4328,801;;;2;4
2021-02-24;CADJ21;BRBMEFCAD3L3;FINANCIAL;4323;4323;4323;4323;4333,483;;;2;4
2021-02-24;CADK21;BRBMEFCAD3M1;FINANCIAL;;;;;4337,611;;;;
2021-02-24;CADM21;BRBMEFCAD3N9;FINANCIAL;;;;;4343,713;;;;
2021-02-24;CADN21;BRBMEFCAD3O7;FINANCIAL;;;;;4350,472;;;;
2021-02-24;CANH21;BRBMEFCAN0Q6;FINANCIAL;1253,7;1257,8;1256,24;1253,7;1253,286;;;7;1309
2021-02-24;CANJ21;BRBMEFCAN0R4;FINANCIAL;1253;1258;1255,77;1253,2;1253,222;;;14;1494
2021-02-24;CANK21;BRBMEFCAN0S2;FINANCIAL;;;;;1253,208;;;;
2021-02-24;CANM21;BRBMEFCAN0T0;FINANCIAL;;;;;1253,243;;;;
2021-02-24;CANN21;BRBMEFCAN0U8;FINANCIAL;;;;;1253,304;;;;
2021-02-24;CCMF22;BRBMEFCCP2B0;AGRIBUSINESS;;;;;81,23;;;;
2021-02-24;CCMH21;BRBMEFCCP254;AGRIBUSINESS;87,71;88,75;88,27;88,75;88,62;;;1354;1909
2021-02-24;CCMH22;BRBMEFCCP2A2;AGRIBUSINESS;;;;;76,55;;;;
2021-02-24;CCMK21;BRBMEFCCP270;AGRIBUSINESS;87,63;88,71;88,25;88,71;88,63;;;1019;1705
2021-02-24;CCMK22;BRBMEFCCP2C8;AGRIBUSINESS;;;;;62;;;;
2021-02-24;CCMN21;BRBMEFCCP288;AGRIBUSINESS;82,2;83,2;82,82;83,2;83,07;;;132;1131
2021-02-24;CCMU21;BRBMEFCCP262;AGRIBUSINESS;78,81;80;79,53;80;79,97;;;270;751
2021-02-24;CCMU22;BRBMEFCCP2D6;AGRIBUSINESS;;;;;62,5;;;;
2021-02-24;CCMX21;BRBMEFCCP296;AGRIBUSINESS;79,65;81;80,65;81;80,88;;;22;42
2021-02-24;CCROOH21;BRCCRO330026;FINANCIAL;11,64;11,97;11,76;11,64;11,66;;;29;22600
2021-02-24;CCROOJ21;BRCCRO340025;FINANCIAL;11,74;11,87;11,8;11,74;11,69;;;5;3500
2021-02-24;CHFH21;BRBMEFCHF361;FINANCIAL;5984;5986;5985,981;5986;5978,211;;;4;323
2021-02-24;CHFJ21;BRBMEFCHF379;FINANCIAL;5990;5993;5992,972;5993;5990,313;;;3;323
2021-02-24;CHFK21;BRBMEFCHF387;FINANCIAL;;;;;6000,584;;;;
2021-02-24;CHFM21;BRBMEFCHF395;FINANCIAL;;;;;6013,837;;;;
2021-02-24;CHFN21;BRBMEFCHF3A7;FINANCIAL;;;;;6028,821;;;;
2021-02-24;CHLH21;BRBMEFCHL0Q1;FINANCIAL;702350;704050;703973,36;704050;701355;;;4;766
2021-02-24;CHLJ21;BRBMEFCHL0R9;FINANCIAL;703150;703400;703327,8;703400;700867,4;;;4;732
2021-02-24;CHLK21;BRBMEFCHL0S7;FINANCIAL;;;;;700598,6;;;;
2021-02-24;CHLM21;BRBMEFCHL0T5;FINANCIAL;;;;;700484,3;;;;
2021-02-24;CHLN21;BRBMEFCHL0U3;FINANCIAL;;;;;700800;;;;
2021-02-24;CIELOH21;BRCIEL330028;FINANCIAL;3,73;3,87;3,77;3,85;3,86;;;56;186000
2021-02-24;CIELOJ21;BRCIEL340027;FINANCIAL;3,74;3,9;3,79;3,9;3,86;;;48;142000
2021-02-24;CLPH21;BRBMEFCLP362;FINANCIAL;7719,1;7719,1;7719,1;7719,1;7735,3;;;1;20
2021-02-24;CLPJ21;BRBMEFCLP370;FINANCIAL;7732,5;7732,5;7732,5;7732,5;7748,7;;;1;20
2021-02-24;CLPK21;BRBMEFCLP388;FINANCIAL;;;;;7758,9;;;;
2021-02-24;CLPM21;BRBMEFCLP396;FINANCIAL;;;;;7771,3;;;;
2021-02-24;CLPN21;BRBMEFCLP3A9;FINANCIAL;;;;;7780,3;;;;
2021-02-24;CMIGPH21;BRCMIG430023;FINANCIAL;12,38;12,59;12,46;12,4;12,39;;;20;20600
2021-02-24;CMIGPJ21;BRCMIG440022;FINANCIAL;12,45;12,57;12,51;12,45;12,42;;;7;8400
2021-02-24;CNHH21;BRBMEFCNH0Q9;FINANCIAL;6454;6462;6458,75;6456;6454,2;;;5;140
2021-02-24;CNHJ21;BRBMEFCNH0R7;FINANCIAL;6470;6475;6472,75;6470;6471,273;;;6;142
2021-02-24;CNHK21;BRBMEFCNH0S5;FINANCIAL;;;;;6485,864;;;;
2021-02-24;CNHM21;BRBMEFCNH0T3;FINANCIAL;;;;;6498,953;;;;
2021-02-24;CNHN21;BRBMEFCNH0U1;FINANCIAL;;;;;6513,689;;;;
2021-02-24;CNYH21;BRBMEFCNY360;FINANCIAL;8410;8410;8410;8410;8398,054;;;1;47
2021-02-24;CNYJ21;BRBMEFCNY378;FINANCIAL;8394,9;8394,9;8394,9;8394,9;8384,381;;;1;47
2021-02-24;CNYK21;BRBMEFCNY386;FINANCIAL;;;;;8373,97;;;;
2021-02-24;CNYM21;BRBMEFCNY394;FINANCIAL;;;;;8367,953;;;;
2021-02-24;CNYN21;BRBMEFCNY3A6;FINANCIAL;;;;;8362,226;;;;
2021-02-24;COGNOH21;BRCOGN330018;FINANCIAL;3,86;3,98;3,88;3,89;3,9;;;104;168500
2021-02-24;COGNOJ21;BRCOGN340017;FINANCIAL;3,87;3,93;3,9;3,93;3,91;;;84;114500
2021-02-24;DAPF22;BRBMEFDAP322;FINANCIAL;-0,6;-0,54;-0,59;-0,6;100541,18;-0,6;;10;1005
2021-02-24;DAPF23;BRBMEFDAP3I4;FINANCIAL;;;;;98392,17;0,86;;;
2021-02-24;DAPH21;BRBMEFDAP3G8;FINANCIAL;;;;;100229,7;-4,35;;;
2021-02-24;DAPJ21;BRBMEFDAP3H6;FINANCIAL;;;;;100449,85;-3,18;;;
2021-02-24;DAPK21;BRBMEFDAP1K4;FINANCIAL;-3,08;-2,98;-3;-3,03;100709,18;-3,13;;7;2116
2021-02-24;DAPK23;BRBMEFDAP1G2;FINANCIAL;1,04;1,1;1,09;1,05;97653,62;1,08;;17;804
2021-02-24;DAPK25;BRBMEFDAP330;FINANCIAL;2,26;2,37;2,33;2,37;90654,32;2,36;;16;4677
2021-02-24;DAPK35;BRBMEFDAP2L0;FINANCIAL;;;;;57588,42;3,97;;;
2021-02-24;DAPK45;BRBMEFDAP3B9;FINANCIAL;;;;;34387,09;4,52;;;
2021-02-24;DAPK55;BRBMEFDAP3D5;FINANCIAL;;;;;21631,74;4,59;;;
2021-02-24;DAPQ22;BRBMEFDAP116;FINANCIAL;0,26;0,27;0,26;0,27;99603,82;0,27;;9;865
2021-02-24;DAPQ24;BRBMEFDAP1F4;FINANCIAL;2,05;2,08;2,05;2,05;93148,18;2,07;;17;2928
2021-02-24;DAPQ26;BRBMEFDAP1L2;FINANCIAL;2,83;2,84;2,83;2,84;85847,11;2,83;;11;726
2021-02-24;DAPQ28;BRBMEFDAP280;FINANCIAL;3,22;3,28;3,23;3,22;78896,58;3,23;;13;1235
2021-02-24;DAPQ30;BRBMEFDAP1E7;FINANCIAL;3,51;3,52;3,51;3,51;72203,77;3,51;;3;650
2021-02-24;DAPQ40;BRBMEFDAP3A1;FINANCIAL;;;;;43983,52;4,32;;;
2021-02-24;DAPQ50;BRBMEFDAP3C7;FINANCIAL;;;;;27283,7;4,52;;;
2021-02-24;DCOF22;BRBMEFDCO0R0;FINANCIAL;;;;;98621,21;1,608;;;
2021-02-24;DCOF23;BRBMEFDCO0S8;FINANCIAL;;;;;97520,53;1,352;;;
2021-02-24;DCOF24;BRBMEFDCO0T6;FINANCIAL;;;;;96215,32;1,359;;;
2021-02-24;DCOF25;BRBMEFDCO0U4;FINANCIAL;;;;;94636,75;1,449;;;
2021-02-24;DCOF26;BRBMEFDCO156;FINANCIAL;;;;;92712,52;1,596;;;
2021-02-24;DCOF27;BRBMEFDCO1S6;FINANCIAL;;;;;90475,13;1,771;;;
2021-02-24;DCOF28;BRBMEFDCO1P2;FINANCIAL;;;;;88539,23;1,861;;;
2021-02-24;DCOF29;BRBMEFDCO1R8;FINANCIAL;;;;;86116,19;2,023;;;
2021-02-24;DCOF30;BRBMEFDCO1Q0;FINANCIAL;;;;;83761,89;2,158;;;
2021-02-24;DCOF31;BRBMEFDCO313;FINANCIAL;;;;;81951,17;2,203;;;
2021-02-24;DCOF33;BRBMEFDCO3D4;FINANCIAL;;;;;78135,33;2,326;;;
2021-02-24;DCOF35;BRBMEFDCO3C6;FINANCIAL;;;;;74377;2,451;;;
2021-02-24;DCOF36;BRBMEFDCO3O1;FINANCIAL;;;;;73043,31;2,449;;;
2021-02-24;DCOG22;BRBMEFDCO3P8;FINANCIAL;;;;;98535,95;1,564;;;
2021-02-24;DCOH21;BRBMEFDCO3F9;FINANCIAL;;;;;99541,29;33,179;;;
2021-02-24;DCOJ21;BRBMEFDCO214;FINANCIAL;;;;;99455,68;5,473;;;
2021-02-24;DCOJ22;BRBMEFDCO2B0;FINANCIAL;;;;;98351,24;1,505;;;
2021-02-24;DCOJ23;BRBMEFDCO2P0;FINANCIAL;;;;;97232,88;1,334;;;
2021-02-24;DCOJ24;BRBMEFDCO354;FINANCIAL;;;;;95878,7;1,367;;;
2021-02-24;DCOJ25;BRBMEFDCO3G7;FINANCIAL;;;;;94154,52;1,493;;;
2021-02-24;DCOK21;BRBMEFDCO3H5;FINANCIAL;;;;;99370,83;3,352;;;
2021-02-24;DCOM21;BRBMEFDCO3I3;FINANCIAL;;;;;99287,58;2,663;;;
2021-02-24;DCON21;BRBMEFDCO115;FINANCIAL;;;;;99201,74;2,281;;;
2021-02-24;DCON22;BRBMEFDCO2D6;FINANCIAL;;;;;98081,81;1,431;;;
2021-02-24;DCON23;BRBMEFDCO2H7;FINANCIAL;;;;;96942,02;1,322;;;
2021-02-24;DCON24;BRBMEFDCO2G9;FINANCIAL;;;;;95534,18;1,376;;;
2021-02-24;DCON25;BRBMEFDCO2U0;FINANCIAL;;;;;93689,31;1,527;;;
2021-02-24;DCON26;BRBMEFDCO2V8;FINANCIAL;;;;;91701,98;1,668;;;
2021-02-24;DCOQ21;BRBMEFDCO3J1;FINANCIAL;;;;;99113,12;2,026;;;
2021-02-24;DCOU21;BRBMEFDCO3K9;FINANCIAL;;;;;99020,07;1,885;;;
2021-02-24;DCOV21;BRBMEFDCO255;FINANCIAL;;;;;98912,1;1,808;;;
2021-02-24;DCOV22;BRBMEFDCO2I5;FINANCIAL;;;;;97773,44;1,399;;;
2021-02-24;DCOV23;BRBMEFDCO2Y2;FINANCIAL;;;;;96624,06;1,324;;;
2021-02-24;DCOV24;BRBMEFDCO396;FINANCIAL;;;;;95012,74;1,437;;;
2021-02-24;DCOV25;BRBMEFDCO3L7;FINANCIAL;;;;;93209,96;1,561;;;
2021-02-24;DCOX21;BRBMEFDCO3M5;FINANCIAL;;;;;98814,91;1,727;;;
2021-02-24;DCOZ21;BRBMEFDCO3N3;FINANCIAL;;;;;98726,86;1,658;;;
2021-02-24;DDIF22;BRBMEFDDI1P9;FINANCIAL;;;;;98621,21;1,608;;;
2021-02-24;DDIF23;BRBMEFDDI388;FINANCIAL;;;;;97520,53;1,352;;;
2021-02-24;DDIF24;BRBMEFDDI362;FINANCIAL;;;;;96215,32;1,359;;;
2021-02-24;DDIF25;BRBMEFDDI321;FINANCIAL;;;;;94636,75;1,449;;;
2021-02-24;DDIF26;BRBMEFDDI4C1;FINANCIAL;;;;;92712,52;1,596;;;
2021-02-24;DDIF27;BRBMEFDDI4X7;FINANCIAL;;;;;90475,13;1,771;;;
2021-02-24;DDIF28;BRBMEFDDI4Z2;FINANCIAL;;;;;88539,23;1,861;;;
2021-02-24;DDIF29;BRBMEFDDI4W9;FINANCIAL;;;;;86116,19;2,023;;;
2021-02-24;DDIF30;BRBMEFDDI4Y5;FINANCIAL;;;;;83761,89;2,158;;;
2021-02-24;DDIF31;BRBMEFDDI693;FINANCIAL;;;;;81951,17;2,203;;;
2021-02-24;DDIF33;BRBMEFDDI6L7;FINANCIAL;;;;;78135,33;2,326;;;
2021-02-24;DDIF35;BRBMEFDDI6K9;FINANCIAL;;;;;74377;2,451;;;
2021-02-24;DDIF36;BRBMEFDDI6W4;FINANCIAL;;;;;73043,31;2,449;;;
2021-02-24;DDIG22;BRBMEFDDI6X2;FINANCIAL;;;;;98535,95;1,564;;;
2021-02-24;DDIH21;BRBMEFDDI6N3;FINANCIAL;35,616;48,304;42,451;41,624;99541,29;33,179;;4;7900
2021-02-24;DDIJ21;BRBMEFDDI586;FINANCIAL;;;;;99455,68;5,473;;;
2021-02-24;DDIJ22;BRBMEFDDI5I5;FINANCIAL;;;;;98351,24;1,505;;;
2021-02-24;DDIJ23;BRBMEFDDI5W6;FINANCIAL;;;;;97232,88;1,334;;;
2021-02-24;DDIJ24;BRBMEFDDI6D4;FINANCIAL;;;;;95878,7;1,367;;;
2021-02-24;DDIJ25;BRBMEFDDI6O1;FINANCIAL;;;;;94154,52;1,493;;;
2021-02-24;DDIK21;BRBMEFDDI6P8;FINANCIAL;;;;;99370,83;3,352;;;
2021-02-24;DDIM21;BRBMEFDDI6Q6;FINANCIAL;;;;;99287,58;2,663;;;
2021-02-24;DDIN21;BRBMEFDDI487;FINANCIAL;;;;;99201,74;2,281;;;
2021-02-24;DDIN22;BRBMEFDDI5K1;FINANCIAL;;;;;98081,81;1,431;;;
2021-02-24;DDIN23;BRBMEFDDI5O3;FINANCIAL;;;;;96942,02;1,322;;;
2021-02-24;DDIN24;BRBMEFDDI5N5;FINANCIAL;;;;;95534,18;1,376;;;
2021-02-24;DDIN25;BRBMEFDDI628;FINANCIAL;;;;;93689,31;1,527;;;
2021-02-24;DDIN26;BRBMEFDDI636;FINANCIAL;;;;;91701,98;1,668;;;
2021-02-24;DDIQ21;BRBMEFDDI6R4;FINANCIAL;;;;;99113,12;2,026;;;
2021-02-24;DDIU21;BRBMEFDDI6S2;FINANCIAL;;;;;99020,07;1,885;;;
2021-02-24;DDIV21;BRBMEFDDI5C8;FINANCIAL;;;;;98912,1;1,808;;;
2021-02-24;DDIV22;BRBMEFDDI5P0;FINANCIAL;;;;;97773,44;1,399;;;
2021-02-24;DDIV23;BRBMEFDDI669;FINANCIAL;;;;;96624,06;1,324;;;
2021-02-24;DDIV24;BRBMEFDDI6H5;FINANCIAL;;;;;95012,74;1,437;;;
2021-02-24;DDIV25;BRBMEFDDI6T0;FINANCIAL;;;;;93209,96;1,561;;;
2021-02-24;DDIX21;BRBMEFDDI6U8;FINANCIAL;;;;;98814,91;1,727;;;
2021-02-24;DDIZ21;BRBMEFDDI6V6;FINANCIAL;;;;;98726,86;1,658;;;
2021-02-24;DI1F22;BRBMEFD1I1N2;FINANCIAL;3,43;3,525;3,485;3,505;97082,3;3,515;;7707;580445
2021-02-24;DI1F23;BRBMEFD1I355;FINANCIAL;5,145;5,315;5,252;5,28;90873,3;5,3;;23179;589740
2021-02-24;DI1F24;BRBMEFD1I348;FINANCIAL;6,18;6,41;6,342;6,37;83851,25;6,395;;14931;180221
2021-02-24;DI1F25;BRBMEFD1I2Z4;FINANCIAL;6,77;7,03;6,94;6,97;77071,85;7;;14688;226070
2021-02-24;DI1F26;BRBMEFD1I4F2;FINANCIAL;7,14;7,41;7,3;7,37;70814,08;7,37;;1580;13155
2021-02-24;DI1F27;BRBMEFD1I4Z0;FINANCIAL;7,45;7,73;7,633;7,67;64852,58;7,69;;9286;113800
2021-02-24;DI1F28;BRBMEFD1I4Y3;FINANCIAL;7,71;7,94;7,851;7,91;59385,22;7,915;;96;570
2021-02-24;DI1F29;BRBMEFD1I4K2;FINANCIAL;7,88;8,16;8,071;8,09;54306,49;8,11;;3011;33820
2021-02-24;DI1F30;BRBMEFD1I504;FINANCIAL;8,2;8,2;8,2;8,2;49575,89;8,279;;1;5
2021-02-24;DI1F31;BRBMEFD1I686;FINANCIAL;8,19;8,46;8,371;8,38;45189,36;8,42;;1172;14120
2021-02-24;DI1F33;BRBMEFD1I678;FINANCIAL;;;;;37634,68;8,612;;;
2021-02-24;DI1F35;BRBMEFD1I6J9;FINANCIAL;;;;;31385,53;8,751;;;
2021-02-24;DI1F36;BRBMEFD1I6W2;FINANCIAL;;;;;28879,21;8,751;;;
2021-02-24;DI1G22;BRBMEFD1I6X0;FINANCIAL;3,665;3,68;3,665;3,68;96637,28;3,704;;3;475
2021-02-24;DI1H21;BRBMEFD1I6L5;FINANCIAL;1,9;1,92;1,916;1,92;99977,48;1,91;;12;170220
2021-02-24;DI1J21;BRBMEFD1I439;FINANCIAL;2,036;2,078;2,054;2,06;99788,63;2,072;;317;189960
2021-02-24;DI1J22;BRBMEFD1I5H5;FINANCIAL;3,915;4,03;3,999;4;95750,3;4,015;;2638;56855
2021-02-24;DI1J23;BRBMEFD1I5T0;FINANCIAL;5,49;5,655;5,621;5,605;89097,89;5,642;;69;855
2021-02-24;DI1J24;BRBMEFD1I6C4;FINANCIAL;6,52;6,58;6,533;6,54;82168,29;6,577;;14;150
2021-02-24;DI1J25;BRBMEFD1I6M3;FINANCIAL;;;;;75389,44;7,149;;;
2021-02-24;DI1K21;BRBMEFD1I6N1;FINANCIAL;2,16;2,18;2,164;2,16;99610,67;2,16;;8;1335
2021-02-24;DI1M21;BRBMEFD1I6O9;FINANCIAL;2,32;2,355;2,342;2,325;99383,04;2,355;;37;3520
2021-02-24;DI1N21;BRBMEFD1I3W9;FINANCIAL;2,455;2,51;2,488;2,485;99138,05;2,51;;2276;345285
2021-02-24;DI1N22;BRBMEFD1I3X7;FINANCIAL;4,37;4,505;4,456;4,48;94246,29;4,49;;6142;94990
2021-02-24;DI1N23;BRBMEFD1I454;FINANCIAL;5,75;5,95;5,893;5,915;87333,39;5,945;;5189;54970
2021-02-24;DI1N24;BRBMEFD1I462;FINANCIAL;6,52;6,76;6,689;6,69;80434,13;6,75;;1095;21310
2021-02-24;DI1N25;BRBMEFD1I603;FINANCIAL;7,13;7,18;7,171;7,13;74002,04;7,195;;5;135
2021-02-24;DI1N26;BRBMEFD1I611;FINANCIAL;7,48;7,53;7,512;7,52;67835,67;7,542;;11;965
2021-02-24;DI1Q21;BRBMEFD1I6P6;FINANCIAL;2,66;2,7;2,674;2,7;98855,14;2,673;;6;295
2021-02-24;DI1U21;BRBMEFD1I6Q4;FINANCIAL;2,805;2,87;2,849;2,855;98528,77;2,87;;15;16630
2021-02-24;DI1V21;BRBMEFD1I447;FINANCIAL;2,955;3,025;3,002;3,01;98206,89;3,025;;1403;65135
2021-02-24;DI1V22;BRBMEFD1I5L7;FINANCIAL;4,815;4,96;4,92;4,935;92521,99;4,955;;1576;20180
2021-02-24;DI1V23;BRBMEFD1I645;FINANCIAL;6,125;6,19;6,149;6,165;85454,64;6,234;;31;450
2021-02-24;DI1V24;BRBMEFD1I6G5;FINANCIAL;6,75;6,91;6,85;6,88;78708,7;6,886;;55;325
2021-02-24;DI1V25;BRBMEFD1I6R2;FINANCIAL;7,22;7,3;7,247;7,28;72217,62;7,34;;10;160
2021-02-24;DI1X21;BRBMEFD1I6U6;FINANCIAL;3,12;3,175;3,168;3,17;97880,34;3,17;;8;1430
2021-02-24;DI1Z21;BRBMEFD1I6V4;FINANCIAL;3,32;3,35;3,322;3,35;97520,95;3,332;;14;1405
2021-02-24;DOLF22;BRBMEFDOL5X6;FINANCIAL;;;;;5535,376;;;;
2021-02-24;DOLF23;BRBMEFDOL660;FINANCIAL;;;;;5847,585;;;;
2021-02-24;DOLF24;BRBMEFDOL694;FINANCIAL;;;;;6252,468;;;;
2021-02-24;DOLF25;BRBMEFDOL3O0;FINANCIAL;;;;;6690,843;;;;
2021-02-24;DOLG22;BRBMEFDOL6H7;FINANCIAL;;;;;5556,059;;;;
2021-02-24;DOLH21;BRBMEFDOL686;FINANCIAL;5391;5443,5;5422,48;5403;5425,227;;;39410;293740
2021-02-24;DOLJ21;BRBMEFDOL5L1;FINANCIAL;5400;5442,5;5430,338;5411;5430,819;;;418;11305
2021-02-24;DOLJ22;BRBMEFDOL538;FINANCIAL;;;;;5597,015;;;;
2021-02-24;DOLJ23;BRBMEFDOL5M9;FINANCIAL;;;;;5946,515;;;;
2021-02-24;DOLK21;BRBMEFDOL6A2;FINANCIAL;;;;;5435,88;;;;
2021-02-24;DOLM21;BRBMEFDOL6B0;FINANCIAL;;;;;5443,766;;;;
2021-02-24;DOLN21;BRBMEFDOL4F6;FINANCIAL;;;;;5452,501;;;;
2021-02-24;DOLN22;BRBMEFDOL561;FINANCIAL;;;;;5670,757;;;;
2021-02-24;DOLN23;BRBMEFDOL5C0;FINANCIAL;;;;;6048,512;;;;
2021-02-24;DOLN24;BRBMEFDOL5B2;FINANCIAL;;;;;6471,951;;;;
2021-02-24;DOLQ21;BRBMEFDOL6C8;FINANCIAL;;;;;5463,22;;;;
2021-02-24;DOLU21;BRBMEFDOL6D6;FINANCIAL;;;;;5476,171;;;;
2021-02-24;DOLV21;BRBMEFDOL5U2;FINANCIAL;;;;;5488,128;;;;
2021-02-24;DOLV22;BRBMEFDOL5D8;FINANCIAL;5696;5700;5697,333;5700;5758,28;;;2;15
2021-02-24;DOLV23;BRBMEFDOL6E4;FINANCIAL;;;;;6161,216;;;;
2021-02-24;DOLX21;BRBMEFDOL6F1;FINANCIAL;;;;;5501,027;;;;
2021-02-24;DOLZ21;BRBMEFDOL6G9;FINANCIAL;;;;;5516,381;;;;
2021-02-24;ETHF22;BRBMEFETH3V5;AGRIBUSINESS;;;;;2562,5;;;;
2021-02-24;ETHG21;BRBMEFETH3L6;AGRIBUSINESS;2705;2730;2717,5;2730;2752,5;;;2;2
2021-02-24;ETHG22;BRBMEFETH3W3;AGRIBUSINESS;;;;;2565;;;;
2021-02-24;ETHH21;BRBMEFETH3M4;AGRIBUSINESS;2825;2920;2863,84;2920;2925;;;16;383
2021-02-24;ETHH22;BRBMEFETH3X1;AGRIBUSINESS;;;;;2540;;;;
2021-02-24;ETHJ21;BRBMEFETH3N2;AGRIBUSINESS;;;;;2580;;;;
2021-02-24;ETHK21;BRBMEFETH3K8;AGRIBUSINESS;2340;2355;2349,19;2350;2355;;;13;210
2021-02-24;ETHM21;BRBMEFETH3O0;AGRIBUSINESS;2308,5;2320;2312,37;2315;2300;;;11;185
2021-02-24;ETHN21;BRBMEFETH3P7;AGRIBUSINESS;2320;2328;2321,82;2320;2330;;;4;35
2021-02-24;ETHQ21;BRBMEFETH3Q5;AGRIBUSINESS;;;;;2367,5;;;;
2021-02-24;ETHU21;BRBMEFETH3R3;AGRIBUSINESS;;;;;2415;;;;
2021-02-24;ETHV21;BRBMEFETH3S1;AGRIBUSINESS;;;;;2445;;;;
2021-02-24;ETHX21;BRBMEFETH3T9;AGRIBUSINESS;;;;;2512,5;;;;
2021-02-24;ETHZ21;BRBMEFETH3U7;AGRIBUSINESS;;;;;2532,5;;;;
2021-02-24;EUPH21;BRBMEFEUP0Q8;FINANCIAL;1211,3;1216,2;1212,84;1215,2;1214,492;;;163;6079
2021-02-24;EUPJ21;BRBMEFEUP0R6;FINANCIAL;1212,5;1217,5;1214,27;1217,5;1215,301;;;112;5028
