RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty
2021-02-10;CADH21;BRBMEFCAD3K5;FINANCIAL;;;;;4240,774;;;;
2021-02-10;CADJ21;BRBMEFCAD3L3;FINANCIAL;;;;;4245,561;;;;
2021-02-10;CADK21;BRBMEFCAD3M1;FINANCIAL;;;;;4249,098;;;;
2021-02-10;CADM21;BRBMEFCAD3N9;FINANCIAL;;;;;4254,785;;;;
2021-02-10;CADN21;BRBMEFCAD3O7;FINANCIAL;;;;;4261,128;;;;
2021-02-10;CANH21;BRBMEFCAN0Q6;FINANCIAL;1268,3;1269,8;1269,1;1269,1;1269,278;;;10;111
2021-02-10;CANJ21;BRBMEFCAN0R4;FINANCIAL;1269;1269,9;1269,03;1269,9;1269,097;;;2;79
2021-02-10;CANK21;BRBMEFCAN0S2;FINANCIAL;;;;;1269,06;;;;
2021-02-10;CANM21;BRBMEFCAN0T0;FINANCIAL;;;;;1269,049;;;;
2021-02-10;CANN21;BRBMEFCAN0U8;FINANCIAL;;;;;1269,025;;;;
2021-02-10;CCMF22;BRBMEFCCP2B0;AGRIBUSINESS;;;;;76,18;;;;
2021-02-10;CCMH21;BRBMEFCCP254;AGRIBUSINESS;84,87;87,3;85,91;85,01;85,08;;;3143;4866
2021-02-10;CCMH22;BRBMEFCCP2A2;AGRIBUSINESS;;;;;68;;;;
2021-02-10;CCMK21;BRBMEFCCP270;AGRIBUSINESS;83,7;85,28;84,28;83,75;83,85;;;875;1403
2021-02-10;CCMK22;BRBMEFCCP2C8;AGRIBUSINESS;;;;;62;;;;
2021-02-10;CCMN21;BRBMEFCCP288;AGRIBUSINESS;78;79,3;78,63;78,4;77,7;;;49;65
2021-02-10;CCMU21;BRBMEFCCP262;AGRIBUSINESS;74,87;76,48;75,23;75;75;;;242;480
2021-02-10;CCMU22;BRBMEFCCP2D6;AGRIBUSINESS;;;;;62,5;;;;
2021-02-10;CCMX21;BRBMEFCCP296;AGRIBUSINESS;75,69;76,5;75,75;75,7;75,7;;;25;36
2021-02-10;CCROOG21;BRCCRO320027;FINANCIAL;12,01;12,22;12,09;12,04;12,05;;;33;32600
2021-02-10;CCROOH21;BRCCRO330026;FINANCIAL;12,14;12,14;12,14;12,14;12,07;;;1;700
2021-02-10;CCROOJ21;BRCCRO340025;FINANCIAL;;;;;12,09;;;;
2021-02-10;CHFH21;BRBMEFCHF361;FINANCIAL;;;;;6051,401;;;;
2021-02-10;CHFJ21;BRBMEFCHF379;FINANCIAL;;;;;6062,82;;;;
2021-02-10;CHFK21;BRBMEFCHF387;FINANCIAL;;;;;6072,476;;;;
2021-02-10;CHFM21;BRBMEFCHF395;FINANCIAL;;;;;6086,036;;;;
2021-02-10;CHFN21;BRBMEFCHF3A7;FINANCIAL;;;;;6099,804;;;;
2021-02-10;CHLH21;BRBMEFCHL0Q1;FINANCIAL;729700;731650;730091,01;729700;724222,5;;;3;89
2021-02-10;CHLJ21;BRBMEFCHL0R9;FINANCIAL;;;;;724116;;;;
2021-02-10;CHLK21;BRBMEFCHL0S7;FINANCIAL;;;;;723975;;;;
2021-02-10;CHLM21;BRBMEFCHL0T5;FINANCIAL;;;;;723908,6;;;;
2021-02-10;CHLN21;BRBMEFCHL0U3;FINANCIAL;;;;;723729,5;;;;
2021-02-10;CIELOG21;BRCIEL320029;FINANCIAL;3,91;4,07;3,99;3,91;3,91;;;71;212000
2021-02-10;CIELOH21;BRCIEL330028;FINANCIAL;3,96;4,07;4;3,96;3,91;;;41;121000
2021-02-10;CIELOJ21;BRCIEL340027;FINANCIAL;;;;;3,91;;;;
2021-02-10;CLPH21;BRBMEFCLP362;FINANCIAL;;;;;7432,4;;;;
2021-02-10;CLPJ21;BRBMEFCLP370;FINANCIAL;;;;;7440,9;;;;
2021-02-10;CLPK21;BRBMEFCLP388;FINANCIAL;;;;;7448,3;;;;
2021-02-10;CLPM21;BRBMEFCLP396;FINANCIAL;;;;;7458,9;;;;
2021-02-10;CLPN21;BRBMEFCLP3A9;FINANCIAL;;;;;7471,7;;;;
2021-02-10;CMIGPG21;BRCMIG420024;FINANCIAL;13,61;13,76;13,7;13,7;13,73;;;11;12400
2021-02-10;CMIGPH21;BRCMIG430023;FINANCIAL;13,61;13,74;13,67;13,61;13,75;;;2;2400
2021-02-10;CMIGPJ21;BRCMIG440022;FINANCIAL;;;;;13,78;;;;
2021-02-10;CNHH21;BRBMEFCNH0Q9;FINANCIAL;6420;6429;6420,33;6420;6439,508;;;2;457
2021-02-10;CNHJ21;BRBMEFCNH0R7;FINANCIAL;6455;6455;6455;6455;6453,117;;;1;7
2021-02-10;CNHK21;BRBMEFCNH0S5;FINANCIAL;;;;;6466,683;;;;
2021-02-10;CNHM21;BRBMEFCNH0T3;FINANCIAL;;;;;6481,117;;;;
2021-02-10;CNHN21;BRBMEFCNH0U1;FINANCIAL;;;;;6493,867;;;;
2021-02-10;CNYH21;BRBMEFCNY360;FINANCIAL;;;;;8349,585;;;;
2021-02-10;CNYJ21;BRBMEFCNY378;FINANCIAL;;;;;8341,522;;;;
2021-02-10;CNYK21;BRBMEFCNY386;FINANCIAL;;;;;8329,953;;;;
2021-02-10;CNYM21;BRBMEFCNY394;FINANCIAL;;;;;8322,465;;;;
2021-02-10;CNYN21;BRBMEFCNY3A6;FINANCIAL;;;;;8316,733;;;;
2021-02-10;COGNOG21;BRCOGN320019;FINANCIAL;4,24;4,39;4,32;4,24;4,24;;;125;201500
2021-02-10;COGNOH21;BRCOGN330018;FINANCIAL;4,31;4,32;4,31;4,31;4,24;;;3;4500
2021-02-10;COGNOJ21;BRCOGN340017;FINANCIAL;;;;;4,25;;;;
2021-02-10;DAPF22;BRBMEFDAP322;FINANCIAL;-0,86;-0,86;-0,86;-0,86;100814,69;-0,87;;1;6
2021-02-10;DAPF23;BRBMEFDAP3I4;FINANCIAL;;;;;98760,8;0,65;;;
2021-02-10;DAPG21;BRBMEFDAP3F0;FINANCIAL;;;;;100013,29;-1,11;;;
2021-02-10;DAPH21;BRBMEFDAP3G8;FINANCIAL;;;;;100330,32;-3,88;;;
2021-02-10;DAPJ21;BRBMEFDAP3H6;FINANCIAL;;;;;100496,36;-2,86;;;
2021-02-10;DAPK21;BRBMEFDAP1K4;FINANCIAL;-3,01;-2,91;-2,93;-3,01;100789,76;-3,05;;12;4930
2021-02-10;DAPK23;BRBMEFDAP1G2;FINANCIAL;0,81;0,89;0,84;0,85;98120,19;0,85;;20;3066
2021-02-10;DAPK25;BRBMEFDAP330;FINANCIAL;2,07;2,14;2,09;2,07;91683,03;2,07;;13;680
2021-02-10;DAPK35;BRBMEFDAP2L0;FINANCIAL;;;;;60009,74;3,66;;;
2021-02-10;DAPK45;BRBMEFDAP3B9;FINANCIAL;;;;;36217,49;4,29;;;
2021-02-10;DAPK55;BRBMEFDAP3D5;FINANCIAL;;;;;23594,21;4,32;;;
2021-02-10;DAPQ22;BRBMEFDAP116;FINANCIAL;;0,02;0;;100000;0;;6;271
2021-02-10;DAPQ24;BRBMEFDAP1F4;FINANCIAL;1,79;1,86;1,79;1,79;93985,89;1,79;;15;1947
2021-02-10;DAPQ26;BRBMEFDAP1L2;FINANCIAL;2,56;2,59;2,56;2,56;87020,37;2,56;;22;940
2021-02-10;DAPQ28;BRBMEFDAP280;FINANCIAL;2,99;3,07;3;2,99;80202,77;2,99;;26;2227
2021-02-10;DAPQ30;BRBMEFDAP1E7;FINANCIAL;3,32;3,32;3,32;3,32;73660,58;3,28;;1;50
2021-02-10;DAPQ40;BRBMEFDAP3A1;FINANCIAL;;;;;45765,87;4,1;;;
2021-02-10;DAPQ50;BRBMEFDAP3C7;FINANCIAL;;;;;29233,7;4,27;;;
2021-02-10;DCOF22;BRBMEFDCO0R0;FINANCIAL;;;;;98300,81;1,903;;;
2021-02-10;DCOF23;BRBMEFDCO0S8;FINANCIAL;;;;;97293,99;1,449;;;
2021-02-10;DCOF24;BRBMEFDCO0T6;FINANCIAL;;;;;96261,46;1,324;;;
2021-02-10;DCOF25;BRBMEFDCO0U4;FINANCIAL;;;;;94980,2;1,338;;;
2021-02-10;DCOF26;BRBMEFDCO156;FINANCIAL;;;;;93463,08;1,409;;;
2021-02-10;DCOF27;BRBMEFDCO1S6;FINANCIAL;;;;;91548,03;1,543;;;
2021-02-10;DCOF28;BRBMEFDCO1P2;FINANCIAL;;;;;89563,41;1,666;;;
2021-02-10;DCOF29;BRBMEFDCO1R8;FINANCIAL;;;;;87566,61;1,773;;;
2021-02-10;DCOF30;BRBMEFDCO1Q0;FINANCIAL;;;;;85478,24;1,883;;;
2021-02-10;DCOF31;BRBMEFDCO313;FINANCIAL;;;;;83597,64;1,955;;;
2021-02-10;DCOF33;BRBMEFDCO3D4;FINANCIAL;;;;;79979,51;2,074;;;
2021-02-10;DCOF35;BRBMEFDCO3C6;FINANCIAL;;;;;76364,21;2,196;;;
2021-02-10;DCOF36;BRBMEFDCO3O1;FINANCIAL;;;;;75113,1;2,193;;;
2021-02-10;DCOG22;BRBMEFDCO3P8;FINANCIAL;;;;;98208,19;1,845;;;
2021-02-10;DCOH21;BRBMEFDCO3F9;FINANCIAL;;;;;99201,1;15,259;;;
2021-02-10;DCOJ21;BRBMEFDCO214;FINANCIAL;;;;;99118,26;6,405;;;
2021-02-10;DCOJ22;BRBMEFDCO2B0;FINANCIAL;;;;;98046,91;1,728;;;
2021-02-10;DCOJ23;BRBMEFDCO2P0;FINANCIAL;;;;;97042,51;1,403;;;
2021-02-10;DCOJ24;BRBMEFDCO354;FINANCIAL;;;;;96043,73;1,294;;;
2021-02-10;DCOJ25;BRBMEFDCO3G7;FINANCIAL;;;;;94686,49;1,337;;;
2021-02-10;DCOK21;BRBMEFDCO3H5;FINANCIAL;;;;;99027,82;4,31;;;
2021-02-10;DCOM21;BRBMEFDCO3I3;FINANCIAL;;;;;98945,64;3,456;;;
2021-02-10;DCON21;BRBMEFDCO115;FINANCIAL;;;;;98855,87;2,955;;;
2021-02-10;DCON22;BRBMEFDCO2D6;FINANCIAL;;;;;97799,23;1,601;;;
2021-02-10;DCON23;BRBMEFDCO2H7;FINANCIAL;;;;;96811,84;1,358;;;
2021-02-10;DCON24;BRBMEFDCO2G9;FINANCIAL;;;;;95736,66;1,296;;;
2021-02-10;DCON25;BRBMEFDCO2U0;FINANCIAL;;;;;94269,63;1,366;;;
2021-02-10;DCON26;BRBMEFDCO2V8;FINANCIAL;;;;;92588,65;1,465;;;
2021-02-10;DCOQ21;BRBMEFDCO3J1;FINANCIAL;;;;;98757,54;2,618;;;
2021-02-10;DCOU21;BRBMEFDCO3K9;FINANCIAL;;;;;98666,38;2,397;;;
2021-02-10;DCOV21;BRBMEFDCO255;FINANCIAL;;;;;98574,08;2,235;;;
2021-02-10;DCOV22;BRBMEFDCO2I5;FINANCIAL;;;;;97516,58;1,528;;;
2021-02-10;DCOV23;BRBMEFDCO2Y2;FINANCIAL;;;;;96588,5;1,319;;;
2021-02-10;DCOV24;BRBMEFDCO396;FINANCIAL;;;;;95350,07;1,321;;;
2021-02-10;DCOV25;BRBMEFDCO3L7;FINANCIAL;;;;;93956,27;1,367;;;
2021-02-10;DCOX21;BRBMEFDCO3M5;FINANCIAL;;;;;98470,56;2,118;;;
2021-02-10;DCOZ21;BRBMEFDCO3N3;FINANCIAL;;;;;98389,75;2,004;;;
2021-02-10;DDIF22;BRBMEFDDI1P9;FINANCIAL;;;;;98300,81;1,903;;;
2021-02-10;DDIF23;BRBMEFDDI388;FINANCIAL;;;;;97293,99;1,449;;;
2021-02-10;DDIF24;BRBMEFDDI362;FINANCIAL;;;;;96261,46;1,324;;;
2021-02-10;DDIF25;BRBMEFDDI321;FINANCIAL;;;;;94980,2;1,338;;;
2021-02-10;DDIF26;BRBMEFDDI4C1;FINANCIAL;;;;;93463,08;1,409;;;
2021-02-10;DDIF27;BRBMEFDDI4X7;FINANCIAL;;;;;91548,03;1,543;;;
2021-02-10;DDIF28;BRBMEFDDI4Z2;FINANCIAL;;;;;89563,41;1,666;;;
2021-02-10;DDIF29;BRBMEFDDI4W9;FINANCIAL;;;;;87566,61;1,773;;;
2021-02-10;DDIF30;BRBMEFDDI4Y5;FINANCIAL;;;;;85478,24;1,883;;;
2021-02-10;DDIF31;BRBMEFDDI693;FINANCIAL;;;;;83597,64;1,955;;;
2021-02-10;DDIF33;BRBMEFDDI6L7;FINANCIAL;;;;;79979,51;2,074;;;
2021-02-10;DDIF35;BRBMEFDDI6K9;FINANCIAL;;;;;76364,21;2,196;;;
2021-02-10;DDIF36;BRBMEFDDI6W4;FINANCIAL;;;;;75113,1;2,193;;;
2021-02-10;DDIG22;BRBMEFDDI6X2;FINANCIAL;;;;;98208,19;1,845;;;
2021-02-10;DDIH21;BRBMEFDDI6N3;FINANCIAL;16,26;20,369;18,159;16,26;99201,1;15,259;;5;12501
2021-02-10;DDIJ21;BRBMEFDDI586;FINANCIAL;;;;;99118,26;6,405;;;
2021-02-10;DDIJ22;BRBMEFDDI5I5;FINANCIAL;;;;;98046,91;1,728;;;
2021-02-10;DDIJ23;BRBMEFDDI5W6;FINANCIAL;;;;;97042,51;1,403;;;
2021-02-10;DDIJ24;BRBMEFDDI6D4;FINANCIAL;;;;;96043,73;1,294;;;
2021-02-10;DDIJ25;BRBMEFDDI6O1;FINANCIAL;;;;;94686,49;1,337;;;
2021-02-10;DDIK21;BRBMEFDDI6P8;FINANCIAL;;;;;99027,82;4,31;;;
2021-02-10;DDIM21;BRBMEFDDI6Q6;FINANCIAL;;;;;98945,64;3,456;;;
2021-02-10;DDIN21;BRBMEFDDI487;FINANCIAL;;;;;98855,87;2,955;;;
2021-02-10;DDIN22;BRBMEFDDI5K1;FINANCIAL;;;;;97799,23;1,601;;;
2021-02-10;DDIN23;BRBMEFDDI5O3;FINANCIAL;;;;;96811,84;1,358;;;
2021-02-10;DDIN24;BRBMEFDDI5N5;FINANCIAL;;;;;95736,66;1,296;;;
2021-02-10;DDIN25;BRBMEFDDI628;FINANCIAL;;;;;94269,63;1,366;;;
2021-02-10;DDIN26;BRBMEFDDI636;FINANCIAL;;;;;92588,65;1,465;;;
2021-02-10;DDIQ21;BRBMEFDDI6R4;FINANCIAL;;;;;98757,54;2,618;;;
2021-02-10;DDIU21;BRBMEFDDI6S2;FINANCIAL;;;;;98666,38;2,397;;;
2021-02-10;DDIV21;BRBMEFDDI5C8;FINANCIAL;;;;;98574,08;2,235;;;
2021-02-10;DDIV22;BRBMEFDDI5P0;FINANCIAL;;;;;97516,58;1,528;;;
2021-02-10;DDIV23;BRBMEFDDI669;FINANCIAL;;;;;96588,5;1,319;;;
2021-02-10;DDIV24;BRBMEFDDI6H5;FINANCIAL;;;;;95350,07;1,321;;;
2021-02-10;DDIV25;BRBMEFDDI6T0;FINANCIAL;;;;;93956,27;1,367;;;
2021-02-10;DDIX21;BRBMEFDDI6U8;FINANCIAL;;;;;98470,56;2,118;;;
2021-02-10;DDIZ21;BRBMEFDDI6V6;FINANCIAL;;;;;98389,75;2,004;;;
2021-02-10;DI1F22;BRBMEFD1I1N2;FINANCIAL;3,33;3,41;3,362;3,375;97105,14;3,36;;10197;586380
2021-02-10;DI1F23;BRBMEFD1I355;FINANCIAL;4,85;5,02;4,912;4,885;91443,34;4,86;;19932;511805
2021-02-10;DI1F24;BRBMEFD1I348;FINANCIAL;5,81;5,995;5,886;5,84;84999,51;5,82;;11731;185725
2021-02-10;DI1F25;BRBMEFD1I2Z4;FINANCIAL;6,39;6,56;6,459;6,41;78631,99;6,39;;8947;147280
2021-02-10;DI1F26;BRBMEFD1I4F2;FINANCIAL;6,76;6,92;6,847;6,79;72615,23;6,77;;543;3980
2021-02-10;DI1F27;BRBMEFD1I4Z0;FINANCIAL;7,08;7,22;7,137;7,1;66859,95;7,09;;5786;97120
2021-02-10;DI1F28;BRBMEFD1I4Y3;FINANCIAL;7,32;7,4;7,33;7,32;61536,29;7,32;;11;5535
2021-02-10;DI1F29;BRBMEFD1I4K2;FINANCIAL;7,52;7,66;7,572;7,54;56512,17;7,53;;1930;32635
2021-02-10;DI1F30;BRBMEFD1I504;FINANCIAL;;;;;51816,43;7,709;;;
2021-02-10;DI1F31;BRBMEFD1I686;FINANCIAL;7,85;7,97;7,883;7,86;47434,05;7,86;;367;5615
2021-02-10;DI1F33;BRBMEFD1I678;FINANCIAL;;;;;39909,61;8,052;;;
2021-02-10;DI1F35;BRBMEFD1I6J9;FINANCIAL;;;;;33621,38;8,191;;;
2021-02-10;DI1F36;BRBMEFD1I6W2;FINANCIAL;;;;;31095,38;8,191;;;
2021-02-10;DI1G22;BRBMEFD1I6X0;FINANCIAL;3,505;3,555;3,508;3,53;96696,2;3,516;;179;2540
2021-02-10;DI1H21;BRBMEFD1I6L5;FINANCIAL;1,902;1,908;1,906;1,902;99917,53;1,908;;21;66910
2021-02-10;DI1J21;BRBMEFD1I439;FINANCIAL;1,978;1,992;1,982;1,982;99735,55;1,982;;473;142050
2021-02-10;DI1J22;BRBMEFD1I5H5;FINANCIAL;3,785;3,885;3,829;3,83;95834,6;3,82;;2845;46250
2021-02-10;DI1J23;BRBMEFD1I5T0;FINANCIAL;5,15;5,27;5,24;5,19;89833,62;5,15;;52;705
2021-02-10;DI1J24;BRBMEFD1I6C4;FINANCIAL;6;6,06;6,03;6;83425,32;5,99;;5;210
2021-02-10;DI1J25;BRBMEFD1I6M3;FINANCIAL;;;;;77007,16;6,542;;;
2021-02-10;DI1K21;BRBMEFD1I6N1;FINANCIAL;2,056;2,08;2,058;2,06;99564,85;2,056;;59;14555
2021-02-10;DI1M21;BRBMEFD1I6O9;FINANCIAL;2,21;2,22;2,21;2,21;99351,54;2,21;;13;3345
2021-02-10;DI1N21;BRBMEFD1I3W9;FINANCIAL;2,36;2,38;2,37;2,375;99113,49;2,365;;1580;339860
2021-02-10;DI1N22;BRBMEFD1I3X7;FINANCIAL;4,195;4,325;4,238;4,24;94451,84;4,22;;5787;110230
2021-02-10;DI1N23;BRBMEFD1I454;FINANCIAL;5,4;5,58;5,47;5,43;88238,73;5,405;;3634;48990
2021-02-10;DI1N24;BRBMEFD1I462;FINANCIAL;6,14;6,31;6,234;6,16;81804,49;6,15;;767;14805
2021-02-10;DI1N25;BRBMEFD1I603;FINANCIAL;6,6;6,6;6,6;6,6;75685,98;6,59;;4;50
2021-02-10;DI1N26;BRBMEFD1I611;FINANCIAL;;;;;69743,12;6,942;;;
2021-02-10;DI1Q21;BRBMEFD1I6P6;FINANCIAL;2,525;2,55;2,546;2,525;98839,13;2,525;;5;3245
2021-02-10;DI1U21;BRBMEFD1I6Q4;FINANCIAL;2,71;2,735;2,711;2,735;98521,2;2,718;;13;1785
2021-02-10;DI1V21;BRBMEFD1I447;FINANCIAL;2,865;2,905;2,88;2,88;98208,45;2,87;;2496;172665
2021-02-10;DI1V22;BRBMEFD1I5L7;FINANCIAL;4,575;4,72;4,621;4,615;92901,72;4,595;;705;9100
2021-02-10;DI1V23;BRBMEFD1I645;FINANCIAL;5,635;5,8;5,732;5,645;86478,57;5,677;;66;770
2021-02-10;DI1V24;BRBMEFD1I6G5;FINANCIAL;6,3;6,42;6,311;6,31;80176,27;6,281;;4;90
2021-02-10;DI1V25;BRBMEFD1I6R2;FINANCIAL;;;;;73955,1;6,738;;;
2021-02-10;DI1X21;BRBMEFD1I6U6;FINANCIAL;3,02;3,05;3,029;3,05;97885,65;3,02;;5;735
2021-02-10;DI1Z21;BRBMEFD1I6V4;FINANCIAL;3,18;3,2;3,195;3,18;97534,74;3,179;;8;400
2021-02-10;DOLF22;BRBMEFDOL5X6;FINANCIAL;;;;;5488,357;;;;
2021-02-10;DOLF23;BRBMEFDOL660;FINANCIAL;;;;;5768,48;;;;
2021-02-10;DOLF24;BRBMEFDOL694;FINANCIAL;;;;;6139,931;;;;
2021-02-10;DOLF25;BRBMEFDOL3O0;FINANCIAL;;;;;6548,794;;;;
2021-02-10;DOLG22;BRBMEFDOL6H7;FINANCIAL;;;;;5506,375;;;;
2021-02-10;DOLH21;BRBMEFDOL686;FINANCIAL;5353;5440;5391,44;5391;5382,725;;;39066;275905
2021-02-10;DOLJ21;BRBMEFDOL5L1;FINANCIAL;5390;5390;5390;5390;5388,044;;;1;5
2021-02-10;DOLJ22;BRBMEFDOL538;FINANCIAL;;;;;5546,756;;;;
2021-02-10;DOLJ23;BRBMEFDOL5M9;FINANCIAL;;;;;5856,667;;;;
2021-02-10;DOLK21;BRBMEFDOL6A2;FINANCIAL;5400;5400;5400;5400;5392,357;;;1;5
2021-02-10;DOLM21;BRBMEFDOL6B0;FINANCIAL;;;;;5399,45;;;;
2021-02-10;DOLN21;BRBMEFDOL4F6;FINANCIAL;5394,5;5395;5394,9;5394,5;5407,508;;;3;1500
2021-02-10;DOLN22;BRBMEFDOL561;FINANCIAL;;;;;5613,742;;;;
2021-02-10;DOLN23;BRBMEFDOL5C0;FINANCIAL;;;;;5948,352;;;;
2021-02-10;DOLN24;BRBMEFDOL5B2;FINANCIAL;;;;;6344,955;;;;
2021-02-10;DOLQ21;BRBMEFDOL6C8;FINANCIAL;;;;;5417,124;;;;
2021-02-10;DOLU21;BRBMEFDOL6D6;FINANCIAL;;;;;5429,589;;;;
2021-02-10;DOLV21;BRBMEFDOL5U2;FINANCIAL;;;;;5441,785;;;;
2021-02-10;DOLV22;BRBMEFDOL5D8;FINANCIAL;;;;;5690,916;;;;
2021-02-10;DOLV23;BRBMEFDOL6E4;FINANCIAL;;;;;6055,422;;;;
2021-02-10;DOLX21;BRBMEFDOL6F1;FINANCIAL;;;;;5453,996;;;;
2021-02-10;DOLZ21;BRBMEFDOL6G9;FINANCIAL;;;;;5469,127;;;;
2021-02-10;ETHF22;BRBMEFETH3V5;AGRIBUSINESS;2370;2370;2370;2370;2390;;;2;100
2021-02-10;ETHG21;BRBMEFETH3L6;AGRIBUSINESS;2323;2370;2331,2;2370;2367,5;;;6;39
2021-02-10;ETHG22;BRBMEFETH3W3;AGRIBUSINESS;2390;2390;2390;2390;2410;;;2;100
2021-02-10;ETHH21;BRBMEFETH3M4;AGRIBUSINESS;2347;2370;2365,72;2370;2385;;;9;83
2021-02-10;ETHH22;BRBMEFETH3X1;AGRIBUSINESS;;;;;2350;;;;
2021-02-10;ETHJ21;BRBMEFETH3N2;AGRIBUSINESS;;;;;2150;;;;
2021-02-10;ETHK21;BRBMEFETH3K8;AGRIBUSINESS;2140;2150;2148,57;2140;2145;;;5;70
2021-02-10;ETHM21;BRBMEFETH3O0;AGRIBUSINESS;2150;2150;2150;2150;2150;;;3;30
2021-02-10;ETHN21;BRBMEFETH3P7;AGRIBUSINESS;2150;2155;2154,72;2155;2152,5;;;6;90
2021-02-10;ETHQ21;BRBMEFETH3Q5;AGRIBUSINESS;2155;2175;2166,56;2170;2190;;;5;51
2021-02-10;ETHU21;BRBMEFETH3R3;AGRIBUSINESS;2240;2260;2255,27;2250;2245;;;5;110
2021-02-10;ETHV21;BRBMEFETH3S1;AGRIBUSINESS;2320;2320;2320;2320;2330;;;3;50
2021-02-10;ETHX21;BRBMEFETH3T9;AGRIBUSINESS;2340;2340;2340;2340;2350;;;2;100
2021-02-10;ETHZ21;BRBMEFETH3U7;AGRIBUSINESS;2360;2360;2360;2360;2365;;;2;100
